id,issue_id,issue_text,issue_category_l1,issue_category_l2,issue_category_l3,vote_answer_id,vote_answer_text,vote_increment,current_vote_flag,vote_timestamp,userid,gender,zip,country,state,city,religion,ethnicity,income,marital,education,sorient,age,left_right,lib_auth,radic_cons,dove_hawk
"13-141-287","141","Should the sale of cigarettes be permitted",Health,Lifestyle,,"287","No",1,"1","2013/04/25 20:08:04","75d86fccddcd5aa32b4563a8e9befdf9","Male","H2S3A7","ca","undefined","Petite-Patrie Southwest","Jewish","Caucasian","undefined","Single","Masters Degree","Straight","31-50","3","3","3","3"
"13-141-287","141","Should the sale of cigarettes be permitted",Health,Risk Factors,,"287","No",1,"1","2013/04/25 20:08:04","75d86fccddcd5aa32b4563a8e9befdf9","Male","H2S3A7","ca","undefined","Petite-Patrie Southwest","Jewish","Caucasian","undefined","Single","Masters Degree","Straight","31-50","3","3","3","3"
"13-139-282","139","Should homosexual couples be permitted to adopt",Politics & Law,Domestic,Civil Rights,"282","Yes",1,"1","2013/04/25 20:08:11","75d86fccddcd5aa32b4563a8e9befdf9","Male","H2S3A7","ca","undefined","Petite-Patrie Southwest","Jewish","Caucasian","undefined","Single","Masters Degree","Straight","31-50","3","3","3","3"
"13-139-282","139","Should homosexual couples be permitted to adopt",Politics & Law,Social,,"282","Yes",1,"1","2013/04/25 20:08:11","75d86fccddcd5aa32b4563a8e9befdf9","Male","H2S3A7","ca","undefined","Petite-Patrie Southwest","Jewish","Caucasian","undefined","Single","Masters Degree","Straight","31-50","3","3","3","3"
"13-139-282","139","Should homosexual couples be permitted to adopt",Society,Gender,,"282","Yes",1,"1","2013/04/25 20:08:11","75d86fccddcd5aa32b4563a8e9befdf9","Male","H2S3A7","ca","undefined","Petite-Patrie Southwest","Jewish","Caucasian","undefined","Single","Masters Degree","Straight","31-50","3","3","3","3"
"13-139-282","139","Should homosexual couples be permitted to adopt",Society,Family values,,"282","Yes",1,"1","2013/04/25 20:08:11","75d86fccddcd5aa32b4563a8e9befdf9","Male","H2S3A7","ca","undefined","Petite-Patrie Southwest","Jewish","Caucasian","undefined","Single","Masters Degree","Straight","31-50","3","3","3","3"
"13-137-274","137","Did President Obama have the right to order the killing of an american citizen on foreign soil suspected of terrorism",Politics & Law,International,Foreign Policy/Diplomacy,"274","No",1,"1","2013/04/25 20:09:22","75d86fccddcd5aa32b4563a8e9befdf9","Male","H2S3A7","ca","undefined","Petite-Patrie Southwest","Jewish","Caucasian","undefined","Single","Masters Degree","Straight","31-50","3","3","3","3"
"13-137-274","137","Did President Obama have the right to order the killing of an american citizen on foreign soil suspected of terrorism",Politics & Law,International,War & Peace,"274","No",1,"1","2013/04/25 20:09:22","75d86fccddcd5aa32b4563a8e9befdf9","Male","H2S3A7","ca","undefined","Petite-Patrie Southwest","Jewish","Caucasian","undefined","Single","Masters Degree","Straight","31-50","3","3","3","3"
"34-181-368","181","Should campaign finance laws  become more strict in the US",Politics & Law,Domestic,,"368","Yes",1,"1","2013/04/27 13:01:22","7be74db6edba3ca38c5760600427b5f2","Male","K1J6M2","ca","undefined","Gloucester (Beacon Hill / Cyrville)","Jewish","Caucasian","undefined","Widowed","Masters Degree","Straight",">50","3","3","3","3"
"34-181-368","181","Should campaign finance laws  become more strict in the US",Politics & Law,Elections,,"368","Yes",1,"1","2013/04/27 13:01:22","7be74db6edba3ca38c5760600427b5f2","Male","K1J6M2","ca","undefined","Gloucester (Beacon Hill / Cyrville)","Jewish","Caucasian","undefined","Widowed","Masters Degree","Straight",">50","3","3","3","3"
"34-180-320","180","Should stem cell research be permitted",Politics & Law,Social,,"320","Yes",1,"1","2013/04/27 13:01:42","7be74db6edba3ca38c5760600427b5f2","Male","K1J6M2","ca","undefined","Gloucester (Beacon Hill / Cyrville)","Jewish","Caucasian","undefined","Widowed","Masters Degree","Straight",">50","3","3","3","3"
"34-180-320","180","Should stem cell research be permitted",Society,Religion,,"320","Yes",1,"1","2013/04/27 13:01:42","7be74db6edba3ca38c5760600427b5f2","Male","K1J6M2","ca","undefined","Gloucester (Beacon Hill / Cyrville)","Jewish","Caucasian","undefined","Widowed","Masters Degree","Straight",">50","3","3","3","3"
"34-180-320","180","Should stem cell research be permitted",Society,Access to Information,,"320","Yes",1,"1","2013/04/27 13:01:42","7be74db6edba3ca38c5760600427b5f2","Male","K1J6M2","ca","undefined","Gloucester (Beacon Hill / Cyrville)","Jewish","Caucasian","undefined","Widowed","Masters Degree","Straight",">50","3","3","3","3"
"34-180-320","180","Should stem cell research be permitted",Health,Medicine,,"320","Yes",1,"1","2013/04/27 13:01:42","7be74db6edba3ca38c5760600427b5f2","Male","K1J6M2","ca","undefined","Gloucester (Beacon Hill / Cyrville)","Jewish","Caucasian","undefined","Widowed","Masters Degree","Straight",">50","3","3","3","3"
"34-180-320","180","Should stem cell research be permitted",Health,Disease Control,,"320","Yes",1,"1","2013/04/27 13:01:42","7be74db6edba3ca38c5760600427b5f2","Male","K1J6M2","ca","undefined","Gloucester (Beacon Hill / Cyrville)","Jewish","Caucasian","undefined","Widowed","Masters Degree","Straight",">50","3","3","3","3"
"34-179-318","179","Should free public healthcare be available",Politics & Law,Domestic,Health & Safety,"318","Yes",1,"1","2013/04/27 13:01:55","7be74db6edba3ca38c5760600427b5f2","Male","K1J6M2","ca","undefined","Gloucester (Beacon Hill / Cyrville)","Jewish","Caucasian","undefined","Widowed","Masters Degree","Straight",">50","3","3","3","3"
"34-179-318","179","Should free public healthcare be available",Politics & Law,Domestic,Civil Rights,"318","Yes",1,"1","2013/04/27 13:01:55","7be74db6edba3ca38c5760600427b5f2","Male","K1J6M2","ca","undefined","Gloucester (Beacon Hill / Cyrville)","Jewish","Caucasian","undefined","Widowed","Masters Degree","Straight",">50","3","3","3","3"
"34-179-318","179","Should free public healthcare be available",Politics & Law,Ideology,,"318","Yes",1,"1","2013/04/27 13:01:55","7be74db6edba3ca38c5760600427b5f2","Male","K1J6M2","ca","undefined","Gloucester (Beacon Hill / Cyrville)","Jewish","Caucasian","undefined","Widowed","Masters Degree","Straight",">50","3","3","3","3"
"34-179-318","179","Should free public healthcare be available",Health,Medicine,,"318","Yes",1,"1","2013/04/27 13:01:55","7be74db6edba3ca38c5760600427b5f2","Male","K1J6M2","ca","undefined","Gloucester (Beacon Hill / Cyrville)","Jewish","Caucasian","undefined","Widowed","Masters Degree","Straight",">50","3","3","3","3"
"34-179-318","179","Should free public healthcare be available",Health,Disease Control,,"318","Yes",1,"1","2013/04/27 13:01:55","7be74db6edba3ca38c5760600427b5f2","Male","K1J6M2","ca","undefined","Gloucester (Beacon Hill / Cyrville)","Jewish","Caucasian","undefined","Widowed","Masters Degree","Straight",">50","3","3","3","3"
"34-179-318","179","Should free public healthcare be available",Health,Health Systems & Delivery,,"318","Yes",1,"1","2013/04/27 13:01:55","7be74db6edba3ca38c5760600427b5f2","Male","K1J6M2","ca","undefined","Gloucester (Beacon Hill / Cyrville)","Jewish","Caucasian","undefined","Widowed","Masters Degree","Straight",">50","3","3","3","3"
"34-179-318","179","Should free public healthcare be available",Society,,,"318","Yes",1,"1","2013/04/27 13:01:55","7be74db6edba3ca38c5760600427b5f2","Male","K1J6M2","ca","undefined","Gloucester (Beacon Hill / Cyrville)","Jewish","Caucasian","undefined","Widowed","Masters Degree","Straight",">50","3","3","3","3"
"34-177-315","177","Nationalism is good for society",Politics & Law,Ideology,,"315","No",1,"1","2013/04/27 13:02:20","7be74db6edba3ca38c5760600427b5f2","Male","K1J6M2","ca","undefined","Gloucester (Beacon Hill / Cyrville)","Jewish","Caucasian","undefined","Widowed","Masters Degree","Straight",">50","3","3","3","3"
"34-177-315","177","Nationalism is good for society",Society,,,"315","No",1,"1","2013/04/27 13:02:20","7be74db6edba3ca38c5760600427b5f2","Male","K1J6M2","ca","undefined","Gloucester (Beacon Hill / Cyrville)","Jewish","Caucasian","undefined","Widowed","Masters Degree","Straight",">50","3","3","3","3"
"34-176-312","176","Buddha, star of david, crescent and other religious symbols should be built on top of Mount Royal in Montreal along side the iconic cross",Society,Religion,,"312","Yes",1,"1","2013/04/27 13:02:57","7be74db6edba3ca38c5760600427b5f2","Male","K1J6M2","ca","undefined","Gloucester (Beacon Hill / Cyrville)","Jewish","Caucasian","undefined","Widowed","Masters Degree","Straight",">50","3","3","3","3"
"34-175-306","175","Canada should sever its ties to the British monarchy",Politics & Law,International,Foreign Policy/Diplomacy,"306","Yes",1,"1","2013/04/27 13:03:26","7be74db6edba3ca38c5760600427b5f2","Male","K1J6M2","ca","undefined","Gloucester (Beacon Hill / Cyrville)","Jewish","Caucasian","undefined","Widowed","Masters Degree","Straight",">50","3","3","3","3"
"34-175-306","175","Canada should sever its ties to the British monarchy",Politics & Law,Ideology,,"306","Yes",1,"1","2013/04/27 13:03:26","7be74db6edba3ca38c5760600427b5f2","Male","K1J6M2","ca","undefined","Gloucester (Beacon Hill / Cyrville)","Jewish","Caucasian","undefined","Widowed","Masters Degree","Straight",">50","3","3","3","3"
"34-175-306","175","Canada should sever its ties to the British monarchy",Society,,,"306","Yes",1,"1","2013/04/27 13:03:26","7be74db6edba3ca38c5760600427b5f2","Male","K1J6M2","ca","undefined","Gloucester (Beacon Hill / Cyrville)","Jewish","Caucasian","undefined","Widowed","Masters Degree","Straight",">50","3","3","3","3"
"34-174-383","174","Do you believe in God",Society,,,"383","No",1,"1","2013/04/27 13:03:35","7be74db6edba3ca38c5760600427b5f2","Male","K1J6M2","ca","undefined","Gloucester (Beacon Hill / Cyrville)","Jewish","Caucasian","undefined","Widowed","Masters Degree","Straight",">50","3","3","3","3"
"34-172-303","172","Governing decisions should be based on",Politics & Law,Elections,,"303","The greatest good for the greatest number",1,"1","2013/04/27 13:04:05","7be74db6edba3ca38c5760600427b5f2","Male","K1J6M2","ca","undefined","Gloucester (Beacon Hill / Cyrville)","Jewish","Caucasian","undefined","Widowed","Masters Degree","Straight",">50","3","3","3","3"
"34-172-303","172","Governing decisions should be based on",Politics & Law,Ideology,,"303","The greatest good for the greatest number",1,"1","2013/04/27 13:04:05","7be74db6edba3ca38c5760600427b5f2","Male","K1J6M2","ca","undefined","Gloucester (Beacon Hill / Cyrville)","Jewish","Caucasian","undefined","Widowed","Masters Degree","Straight",">50","3","3","3","3"
"34-172-303","172","Governing decisions should be based on",Society,,,"303","The greatest good for the greatest number",1,"1","2013/04/27 13:04:05","7be74db6edba3ca38c5760600427b5f2","Male","K1J6M2","ca","undefined","Gloucester (Beacon Hill / Cyrville)","Jewish","Caucasian","undefined","Widowed","Masters Degree","Straight",">50","3","3","3","3"
"34-171-301","171","Should violence in video games be permitted",Politics & Law,Domestic,,"301","No",1,"1","2013/04/27 13:04:14","7be74db6edba3ca38c5760600427b5f2","Male","K1J6M2","ca","undefined","Gloucester (Beacon Hill / Cyrville)","Jewish","Caucasian","undefined","Widowed","Masters Degree","Straight",">50","3","3","3","3"
"34-171-301","171","Should violence in video games be permitted",Business & Economics,Consumerism,,"301","No",1,"1","2013/04/27 13:04:14","7be74db6edba3ca38c5760600427b5f2","Male","K1J6M2","ca","undefined","Gloucester (Beacon Hill / Cyrville)","Jewish","Caucasian","undefined","Widowed","Masters Degree","Straight",">50","3","3","3","3"
"34-171-301","171","Should violence in video games be permitted",Society,Family values,,"301","No",1,"1","2013/04/27 13:04:14","7be74db6edba3ca38c5760600427b5f2","Male","K1J6M2","ca","undefined","Gloucester (Beacon Hill / Cyrville)","Jewish","Caucasian","undefined","Widowed","Masters Degree","Straight",">50","3","3","3","3"
"34-170-299","170","Should violence on TV be permitted",Politics & Law,Social,Consumer Protection,"299","No",1,"1","2013/04/27 13:04:21","7be74db6edba3ca38c5760600427b5f2","Male","K1J6M2","ca","undefined","Gloucester (Beacon Hill / Cyrville)","Jewish","Caucasian","undefined","Widowed","Masters Degree","Straight",">50","3","3","3","3"
"34-170-299","170","Should violence on TV be permitted",Politics & Law,Domestic,,"299","No",1,"1","2013/04/27 13:04:21","7be74db6edba3ca38c5760600427b5f2","Male","K1J6M2","ca","undefined","Gloucester (Beacon Hill / Cyrville)","Jewish","Caucasian","undefined","Widowed","Masters Degree","Straight",">50","3","3","3","3"
"34-170-299","170","Should violence on TV be permitted",Politics & Law,Ideology,,"299","No",1,"1","2013/04/27 13:04:21","7be74db6edba3ca38c5760600427b5f2","Male","K1J6M2","ca","undefined","Gloucester (Beacon Hill / Cyrville)","Jewish","Caucasian","undefined","Widowed","Masters Degree","Straight",">50","3","3","3","3"
"34-170-299","170","Should violence on TV be permitted",Society,,,"299","No",1,"1","2013/04/27 13:04:21","7be74db6edba3ca38c5760600427b5f2","Male","K1J6M2","ca","undefined","Gloucester (Beacon Hill / Cyrville)","Jewish","Caucasian","undefined","Widowed","Masters Degree","Straight",">50","3","3","3","3"
"34-169-296","169","The rich should pay higher percentage taxes than the poor",Politics & Law,Ideology,,"296","Yes",1,"1","2013/04/27 13:04:34","7be74db6edba3ca38c5760600427b5f2","Male","K1J6M2","ca","undefined","Gloucester (Beacon Hill / Cyrville)","Jewish","Caucasian","undefined","Widowed","Masters Degree","Straight",">50","3","3","3","3"
"34-169-296","169","The rich should pay higher percentage taxes than the poor",Business & Economics,Monetary Policy,,"296","Yes",1,"1","2013/04/27 13:04:34","7be74db6edba3ca38c5760600427b5f2","Male","K1J6M2","ca","undefined","Gloucester (Beacon Hill / Cyrville)","Jewish","Caucasian","undefined","Widowed","Masters Degree","Straight",">50","3","3","3","3"
"34-169-296","169","The rich should pay higher percentage taxes than the poor",Society,Wealth,,"296","Yes",1,"1","2013/04/27 13:04:34","7be74db6edba3ca38c5760600427b5f2","Male","K1J6M2","ca","undefined","Gloucester (Beacon Hill / Cyrville)","Jewish","Caucasian","undefined","Widowed","Masters Degree","Straight",">50","3","3","3","3"
"34-167-364","167","Financial derivatives need increased regulation.",Politics & Law,Domestic,,"364","Yes",1,"1","2013/04/27 13:04:51","7be74db6edba3ca38c5760600427b5f2","Male","K1J6M2","ca","undefined","Gloucester (Beacon Hill / Cyrville)","Jewish","Caucasian","undefined","Widowed","Masters Degree","Straight",">50","3","3","3","3"
"34-167-364","167","Financial derivatives need increased regulation.",Politics & Law,International,,"364","Yes",1,"1","2013/04/27 13:04:51","7be74db6edba3ca38c5760600427b5f2","Male","K1J6M2","ca","undefined","Gloucester (Beacon Hill / Cyrville)","Jewish","Caucasian","undefined","Widowed","Masters Degree","Straight",">50","3","3","3","3"
"34-167-364","167","Financial derivatives need increased regulation.",Politics & Law,Economic,,"364","Yes",1,"1","2013/04/27 13:04:51","7be74db6edba3ca38c5760600427b5f2","Male","K1J6M2","ca","undefined","Gloucester (Beacon Hill / Cyrville)","Jewish","Caucasian","undefined","Widowed","Masters Degree","Straight",">50","3","3","3","3"
"34-167-364","167","Financial derivatives need increased regulation.",Business & Economics,Corporate Ethics,,"364","Yes",1,"1","2013/04/27 13:04:51","7be74db6edba3ca38c5760600427b5f2","Male","K1J6M2","ca","undefined","Gloucester (Beacon Hill / Cyrville)","Jewish","Caucasian","undefined","Widowed","Masters Degree","Straight",">50","3","3","3","3"
"34-167-364","167","Financial derivatives need increased regulation.",Business & Economics,Debt,,"364","Yes",1,"1","2013/04/27 13:04:51","7be74db6edba3ca38c5760600427b5f2","Male","K1J6M2","ca","undefined","Gloucester (Beacon Hill / Cyrville)","Jewish","Caucasian","undefined","Widowed","Masters Degree","Straight",">50","3","3","3","3"
"34-167-364","167","Financial derivatives need increased regulation.",Business & Economics,Accounting,,"364","Yes",1,"1","2013/04/27 13:04:51","7be74db6edba3ca38c5760600427b5f2","Male","K1J6M2","ca","undefined","Gloucester (Beacon Hill / Cyrville)","Jewish","Caucasian","undefined","Widowed","Masters Degree","Straight",">50","3","3","3","3"
"34-167-364","167","Financial derivatives need increased regulation.",Business & Economics,Regulations,,"364","Yes",1,"1","2013/04/27 13:04:51","7be74db6edba3ca38c5760600427b5f2","Male","K1J6M2","ca","undefined","Gloucester (Beacon Hill / Cyrville)","Jewish","Caucasian","undefined","Widowed","Masters Degree","Straight",">50","3","3","3","3"
"34-162-378","162","Should the sale of junk food be permitted",Politics & Law,Domestic,Health & Safety,"378","Yes",1,"1","2013/04/27 13:05:39","7be74db6edba3ca38c5760600427b5f2","Male","K1J6M2","ca","undefined","Gloucester (Beacon Hill / Cyrville)","Jewish","Caucasian","undefined","Widowed","Masters Degree","Straight",">50","3","3","3","3"
"34-162-378","162","Should the sale of junk food be permitted",Politics & Law,Domestic,Civil Rights,"378","Yes",1,"1","2013/04/27 13:05:39","7be74db6edba3ca38c5760600427b5f2","Male","K1J6M2","ca","undefined","Gloucester (Beacon Hill / Cyrville)","Jewish","Caucasian","undefined","Widowed","Masters Degree","Straight",">50","3","3","3","3"
"34-162-378","162","Should the sale of junk food be permitted",Politics & Law,Social,Healthcare,"378","Yes",1,"1","2013/04/27 13:05:39","7be74db6edba3ca38c5760600427b5f2","Male","K1J6M2","ca","undefined","Gloucester (Beacon Hill / Cyrville)","Jewish","Caucasian","undefined","Widowed","Masters Degree","Straight",">50","3","3","3","3"
"34-162-378","162","Should the sale of junk food be permitted",Politics & Law,Social,Consumer Protection,"378","Yes",1,"1","2013/04/27 13:05:39","7be74db6edba3ca38c5760600427b5f2","Male","K1J6M2","ca","undefined","Gloucester (Beacon Hill / Cyrville)","Jewish","Caucasian","undefined","Widowed","Masters Degree","Straight",">50","3","3","3","3"
"34-162-378","162","Should the sale of junk food be permitted",Health,Food & Agriculture,,"378","Yes",1,"1","2013/04/27 13:05:39","7be74db6edba3ca38c5760600427b5f2","Male","K1J6M2","ca","undefined","Gloucester (Beacon Hill / Cyrville)","Jewish","Caucasian","undefined","Widowed","Masters Degree","Straight",">50","3","3","3","3"
"34-162-378","162","Should the sale of junk food be permitted",Health,Lifestyle,,"378","Yes",1,"1","2013/04/27 13:05:39","7be74db6edba3ca38c5760600427b5f2","Male","K1J6M2","ca","undefined","Gloucester (Beacon Hill / Cyrville)","Jewish","Caucasian","undefined","Widowed","Masters Degree","Straight",">50","3","3","3","3"
"34-162-378","162","Should the sale of junk food be permitted",Health,Risk Factors,,"378","Yes",1,"1","2013/04/27 13:05:39","7be74db6edba3ca38c5760600427b5f2","Male","K1J6M2","ca","undefined","Gloucester (Beacon Hill / Cyrville)","Jewish","Caucasian","undefined","Widowed","Masters Degree","Straight",">50","3","3","3","3"
"34-162-378","162","Should the sale of junk food be permitted",Society,,,"378","Yes",1,"1","2013/04/27 13:05:39","7be74db6edba3ca38c5760600427b5f2","Male","K1J6M2","ca","undefined","Gloucester (Beacon Hill / Cyrville)","Jewish","Caucasian","undefined","Widowed","Masters Degree","Straight",">50","3","3","3","3"
"34-159-276","159","Should the financial sector be bailed out with public funds",Business & Economics,Debt,,"276","No",1,"1","2013/04/27 13:06:09","7be74db6edba3ca38c5760600427b5f2","Male","K1J6M2","ca","undefined","Gloucester (Beacon Hill / Cyrville)","Jewish","Caucasian","undefined","Widowed","Masters Degree","Straight",">50","3","3","3","3"
"34-159-276","159","Should the financial sector be bailed out with public funds",Business & Economics,Subsidies,,"276","No",1,"1","2013/04/27 13:06:09","7be74db6edba3ca38c5760600427b5f2","Male","K1J6M2","ca","undefined","Gloucester (Beacon Hill / Cyrville)","Jewish","Caucasian","undefined","Widowed","Masters Degree","Straight",">50","3","3","3","3"
"34-159-276","159","Should the financial sector be bailed out with public funds",Business & Economics,Banking,,"276","No",1,"1","2013/04/27 13:06:09","7be74db6edba3ca38c5760600427b5f2","Male","K1J6M2","ca","undefined","Gloucester (Beacon Hill / Cyrville)","Jewish","Caucasian","undefined","Widowed","Masters Degree","Straight",">50","3","3","3","3"
"34-159-276","159","Should the financial sector be bailed out with public funds",Business & Economics,Globalization,,"276","No",1,"1","2013/04/27 13:06:09","7be74db6edba3ca38c5760600427b5f2","Male","K1J6M2","ca","undefined","Gloucester (Beacon Hill / Cyrville)","Jewish","Caucasian","undefined","Widowed","Masters Degree","Straight",">50","3","3","3","3"
"34-159-276","159","Should the financial sector be bailed out with public funds",Society,Wealth,,"276","No",1,"1","2013/04/27 13:06:09","7be74db6edba3ca38c5760600427b5f2","Male","K1J6M2","ca","undefined","Gloucester (Beacon Hill / Cyrville)","Jewish","Caucasian","undefined","Widowed","Masters Degree","Straight",">50","3","3","3","3"
"34-148-389","148","Should capital punishment be used",Politics & Law,Domestic,Crime,"389","No",1,"1","2013/04/27 13:06:30","7be74db6edba3ca38c5760600427b5f2","Male","K1J6M2","ca","undefined","Gloucester (Beacon Hill / Cyrville)","Jewish","Caucasian","undefined","Widowed","Masters Degree","Straight",">50","3","3","3","3"
"34-148-389","148","Should capital punishment be used",Politics & Law,Domestic,Civil Rights,"389","No",1,"1","2013/04/27 13:06:30","7be74db6edba3ca38c5760600427b5f2","Male","K1J6M2","ca","undefined","Gloucester (Beacon Hill / Cyrville)","Jewish","Caucasian","undefined","Widowed","Masters Degree","Straight",">50","3","3","3","3"
"34-148-389","148","Should capital punishment be used",Politics & Law,Domestic,Security & Military,"389","No",1,"1","2013/04/27 13:06:30","7be74db6edba3ca38c5760600427b5f2","Male","K1J6M2","ca","undefined","Gloucester (Beacon Hill / Cyrville)","Jewish","Caucasian","undefined","Widowed","Masters Degree","Straight",">50","3","3","3","3"
"34-148-389","148","Should capital punishment be used",Politics & Law,Social,,"389","No",1,"1","2013/04/27 13:06:30","7be74db6edba3ca38c5760600427b5f2","Male","K1J6M2","ca","undefined","Gloucester (Beacon Hill / Cyrville)","Jewish","Caucasian","undefined","Widowed","Masters Degree","Straight",">50","3","3","3","3"
"34-148-389","148","Should capital punishment be used",Society,Family values,,"389","No",1,"1","2013/04/27 13:06:30","7be74db6edba3ca38c5760600427b5f2","Male","K1J6M2","ca","undefined","Gloucester (Beacon Hill / Cyrville)","Jewish","Caucasian","undefined","Widowed","Masters Degree","Straight",">50","3","3","3","3"
"34-147-390","147","Should euthanasia be permitted",Politics & Law,Domestic,Civil Rights,"390","Yes",1,"1","2013/04/27 13:06:49","7be74db6edba3ca38c5760600427b5f2","Male","K1J6M2","ca","undefined","Gloucester (Beacon Hill / Cyrville)","Jewish","Caucasian","undefined","Widowed","Masters Degree","Straight",">50","3","3","3","3"
"34-147-390","147","Should euthanasia be permitted",Politics & Law,Social,,"390","Yes",1,"1","2013/04/27 13:06:49","7be74db6edba3ca38c5760600427b5f2","Male","K1J6M2","ca","undefined","Gloucester (Beacon Hill / Cyrville)","Jewish","Caucasian","undefined","Widowed","Masters Degree","Straight",">50","3","3","3","3"
"34-147-390","147","Should euthanasia be permitted",Health,Health Systems & Delivery,,"390","Yes",1,"1","2013/04/27 13:06:49","7be74db6edba3ca38c5760600427b5f2","Male","K1J6M2","ca","undefined","Gloucester (Beacon Hill / Cyrville)","Jewish","Caucasian","undefined","Widowed","Masters Degree","Straight",">50","3","3","3","3"
"34-147-390","147","Should euthanasia be permitted",Health,Lifestyle,,"390","Yes",1,"1","2013/04/27 13:06:49","7be74db6edba3ca38c5760600427b5f2","Male","K1J6M2","ca","undefined","Gloucester (Beacon Hill / Cyrville)","Jewish","Caucasian","undefined","Widowed","Masters Degree","Straight",">50","3","3","3","3"
"34-146-393","146","Should the personal ownership of firearms be permitted",Politics & Law,Domestic,Health & Safety,"393","No",1,"1","2013/04/27 13:07:03","7be74db6edba3ca38c5760600427b5f2","Male","K1J6M2","ca","undefined","Gloucester (Beacon Hill / Cyrville)","Jewish","Caucasian","undefined","Widowed","Masters Degree","Straight",">50","3","3","3","3"
"34-146-393","146","Should the personal ownership of firearms be permitted",Politics & Law,Domestic,Civil Rights,"393","No",1,"1","2013/04/27 13:07:03","7be74db6edba3ca38c5760600427b5f2","Male","K1J6M2","ca","undefined","Gloucester (Beacon Hill / Cyrville)","Jewish","Caucasian","undefined","Widowed","Masters Degree","Straight",">50","3","3","3","3"
"34-146-393","146","Should the personal ownership of firearms be permitted",Politics & Law,Domestic,Security & Military,"393","No",1,"1","2013/04/27 13:07:03","7be74db6edba3ca38c5760600427b5f2","Male","K1J6M2","ca","undefined","Gloucester (Beacon Hill / Cyrville)","Jewish","Caucasian","undefined","Widowed","Masters Degree","Straight",">50","3","3","3","3"
"34-146-393","146","Should the personal ownership of firearms be permitted",Politics & Law,Ideology,,"393","No",1,"1","2013/04/27 13:07:03","7be74db6edba3ca38c5760600427b5f2","Male","K1J6M2","ca","undefined","Gloucester (Beacon Hill / Cyrville)","Jewish","Caucasian","undefined","Widowed","Masters Degree","Straight",">50","3","3","3","3"
"34-146-393","146","Should the personal ownership of firearms be permitted",Society,,,"393","No",1,"1","2013/04/27 13:07:03","7be74db6edba3ca38c5760600427b5f2","Male","K1J6M2","ca","undefined","Gloucester (Beacon Hill / Cyrville)","Jewish","Caucasian","undefined","Widowed","Masters Degree","Straight",">50","3","3","3","3"
"34-143-293","143","Do you trust the media",Business & Economics,Industries,Media,"293","No",1,"1","2013/04/27 13:07:17","7be74db6edba3ca38c5760600427b5f2","Male","K1J6M2","ca","undefined","Gloucester (Beacon Hill / Cyrville)","Jewish","Caucasian","undefined","Widowed","Masters Degree","Straight",">50","3","3","3","3"
"34-143-293","143","Do you trust the media",Society,Internet,,"293","No",1,"1","2013/04/27 13:07:17","7be74db6edba3ca38c5760600427b5f2","Male","K1J6M2","ca","undefined","Gloucester (Beacon Hill / Cyrville)","Jewish","Caucasian","undefined","Widowed","Masters Degree","Straight",">50","3","3","3","3"
"34-143-293","143","Do you trust the media",Society,Access to Information,,"293","No",1,"1","2013/04/27 13:07:17","7be74db6edba3ca38c5760600427b5f2","Male","K1J6M2","ca","undefined","Gloucester (Beacon Hill / Cyrville)","Jewish","Caucasian","undefined","Widowed","Masters Degree","Straight",">50","3","3","3","3"
"34-142-289","142","What is the solution to the current economic crisis",Business & Economics,Consumerism,,"289","Austerity",1,"1","2013/04/27 13:07:37","7be74db6edba3ca38c5760600427b5f2","Male","K1J6M2","ca","undefined","Gloucester (Beacon Hill / Cyrville)","Jewish","Caucasian","undefined","Widowed","Masters Degree","Straight",">50","3","3","3","3"
"34-142-289","142","What is the solution to the current economic crisis",Business & Economics,Debt,,"289","Austerity",1,"1","2013/04/27 13:07:37","7be74db6edba3ca38c5760600427b5f2","Male","K1J6M2","ca","undefined","Gloucester (Beacon Hill / Cyrville)","Jewish","Caucasian","undefined","Widowed","Masters Degree","Straight",">50","3","3","3","3"
"34-142-289","142","What is the solution to the current economic crisis",Business & Economics,Monetary Policy,,"289","Austerity",1,"1","2013/04/27 13:07:37","7be74db6edba3ca38c5760600427b5f2","Male","K1J6M2","ca","undefined","Gloucester (Beacon Hill / Cyrville)","Jewish","Caucasian","undefined","Widowed","Masters Degree","Straight",">50","3","3","3","3"
"34-142-289","142","What is the solution to the current economic crisis",Business & Economics,Banking,,"289","Austerity",1,"1","2013/04/27 13:07:37","7be74db6edba3ca38c5760600427b5f2","Male","K1J6M2","ca","undefined","Gloucester (Beacon Hill / Cyrville)","Jewish","Caucasian","undefined","Widowed","Masters Degree","Straight",">50","3","3","3","3"
"34-142-289","142","What is the solution to the current economic crisis",Society,Population,,"289","Austerity",1,"1","2013/04/27 13:07:37","7be74db6edba3ca38c5760600427b5f2","Male","K1J6M2","ca","undefined","Gloucester (Beacon Hill / Cyrville)","Jewish","Caucasian","undefined","Widowed","Masters Degree","Straight",">50","3","3","3","3"
"34-142-289","142","What is the solution to the current economic crisis",Business & Economics,Globalization,,"289","Austerity",1,"1","2013/04/27 13:07:37","7be74db6edba3ca38c5760600427b5f2","Male","K1J6M2","ca","undefined","Gloucester (Beacon Hill / Cyrville)","Jewish","Caucasian","undefined","Widowed","Masters Degree","Straight",">50","3","3","3","3"
